"1","Bulbasaur","5","Charmeleon","Level Up [16]"
"2","Ivysaur","3","Venusaur","Level Up [32]"
"4","Charmander","5","Charmeleon","Level Up [16]"
"5","Charmeleon","395","Empoleon","Level Up [36]"
"7","Squirtle","8","Wartortle","Level Up [16]"
"8","Wartortle","94","Gengar","Level Up [36]"
"10","Caterpie","11","Metapod","Level Up [7]"
"11","Metapod","262","Mightyena","Level Up [10]"
"13","Weedle","161","Sentret","Level Up [7]"
"14","Kakuna","137","Porygon","Level Up [10]"
"16","Pidgey","17","Pidgeotto","Level Up [18]"
"17","Pidgeotto","31","Nidoqueen","Level Up [36]"
"19","Rattata","414","Mothim","Level Up [20]"
"21","Spearow","308","Medicham","Level Up [20]"
"23","Ekans","51","Dugtrio","Level Up [22]"
"25","Pikachu","125","Electabuzz","Used Item [Thunder Stone]"
"27","Sandshrew","202","Wobbuffet","Level Up [22]"
"29","Nidoran♀","30","Nidorina","Level Up [16]"
"30","Nidorina","65","Alakazam","Used Item [Moon Stone]"
"32","Nidoran♂","258","Mudkip","Level Up [16]"
"33","Nidorino","260","Swampert","Used Item [Moon Stone]"
"35","Clefairy","424","Ambipom","Used Item [Moon Stone]"
"37","Vulpix","419","Floatzel","Used Item [Fire Stone]"
"39","Jigglypuff","40","Wigglytuff","Used Item [Moon Stone]"
"41","Zubat","77","Ponyta","Level Up [22]"
"42","Golbat","169","Crobat","Level Up with Friendship"
"43","Oddish","61","Poliwhirl","Level Up [21]"
"44","Gloom","215","Sneasel","Used Item [Leaf Stone]"
"44","Gloom","392","Infernape","Used Item [Sun Stone]"
"46","Paras","47","Parasect","Level Up [24]"
"48","Venonat","53","Persian","Level Up [31]"
"50","Diglett","308","Medicham","Level Up [26]"
"52","Meowth","119","Seaking","Level Up [28]"
"54","Psyduck","471","Glaceon","Level Up [33]"
"56","Mankey","442","Spiritomb","Level Up [28]"
"58","Growlithe","445","Garchomp","Used Item [Fire Stone]"
"60","Poliwag","44","Gloom","Level Up [25]"
"61","Poliwhirl","392","Infernape","Used Item [Water Stone]"
"63","Abra","64","Kadabra","Level Up [16]"
"66","Machop","207","Gligar","Level Up [28]"
"69","Bellsprout","61","Poliwhirl","Level Up [21]"
"70","Weepinbell","71","Victreebel","Used Item [Leaf Stone]"
"72","Tentacool","73","Tentacruel","Level Up [30]"
"74","Geodude","75","Graveler","Level Up [25]"
"77","Ponyta","99","Kingler","Level Up [40]"
"79","Slowpoke","115","Kangaskhan","Level Up [37]"
"81","Magnemite","279","Pelipper","Level Up [30]"
"82","Magneton","97","Hypno","Level Up at Electric"
"84","Doduo","85","Dodrio","Level Up [31]"
"86","Seel","442","Spiritomb","Level Up [34]"
"88","Grimer","237","Hitmontop","Level Up [38]"
"90","Shellder","450","Hippowdon","Used Item [Water Stone]"
"92","Gastly","398","Staraptor","Level Up [25]"
"96","Drowzee","203","Girafarig","Level Up [26]"
"98","Krabby","122","Mr. Mime","Level Up [28]"
"100","Voltorb","471","Glaceon","Level Up [30]"
"102","Exeggcute","103","Exeggutor","Used Item [Leaf Stone]"
"104","Cubone","105","Marowak","Level Up [28]"
"109","Koffing","99","Kingler","Level Up [35]"
"111","Rhyhorn","171","Lanturn","Level Up [42]"
"113","Chansey","242","Blissey","Level Up with Friendship"
"116","Horsea","22","Fearow","Level Up [32]"
"118","Goldeen","53","Persian","Level Up [33]"
"120","Staryu","59","Arcanine","Used Item [Water Stone]"
"129","Magikarp","130","Gyarados","Level Up [20]"
"133","Eevee","476","Probopass","Used Item [Water Stone]"
"133","Eevee","101","Electrode","Used Item [Thunder Stone]"
"133","Eevee","97","Hypno","Used Item [Fire Stone]"
"133","Eevee","462","Magnezone","Level Up at Morning"
"133","Eevee","136","Flareon","Level Up at Night"
"133","Eevee","470","Leafeon","Level Up at Forest"
"133","Eevee","203","Girafarig","Level Up at Cold"
"138","Omanyte","139","Omastar","Level Up [40]"
"140","Kabuto","421","Cherrim","Level Up [40]"
"147","Dratini","369","Relicanth","Level Up [30]"
"148","Dragonair","369","Relicanth","Level Up [55]"
"152","Chikorita","256","Combusken","Level Up [16]"
"153","Bayleef","405","Luxray","Level Up [32]"
"155","Cyndaquil","352","Kecleon","Level Up [14]"
"156","Quilava","68","Machamp","Level Up [36]"
"158","Totodile","253","Grovyle","Level Up [18]"
"159","Croconaw","160","Feraligatr","Level Up [30]"
"161","Sentret","162","Furret","Level Up [15]"
"163","Hoothoot","162","Furret","Level Up [20]"
"165","Ledyba","166","Ledian","Level Up [18]"
"167","Spinarak","168","Ariados","Level Up [22]"
"170","Chinchou","372","Shelgon","Level Up [27]"
"172","Pichu","422","Shellos","Level Up with Friendship"
"173","Cleffa","35","Clefairy","Level Up with Friendship"
"174","Igglybuff","183","Marill","Level Up with Friendship"
"175","Togepi","303","Mawile","Level Up with Friendship"
"176","Togetic","468","Togekiss","Used Item [Shiny Stone]"
"177","Natu","421","Cherrim","Level Up [25]"
"179","Mareep","180","Flaaffy","Level Up [15]"
"180","Flaaffy","181","Ampharos","Level Up [30]"
"183","Marill","184","Azumarill","Level Up [18]"
"187","Hoppip","402","Kricketune","Level Up [18]"
"188","Skiploom","416","Vespiquen","Level Up [27]"
"191","Sunkern","277","Swellow","Used Item [Sun Stone]"
"194","Wooper","195","Quagsire","Level Up [20]"
"198","Murkrow","257","Blaziken","Used Item [Dusk Stone]"
"200","Misdreavus","429","Mismagius","Used Item [Dusk Stone]"
"204","Pineco","279","Pelipper","Level Up [31]"
"207","Gligar","68","Machamp","Level Up with Held Item (Night) [Razor Fang]"
"209","Snubbull","338","Solrock","Level Up [23]"
"215","Sneasel","461","Weavile","Level Up with Held Item (Night) [Razor Claw]"
"216","Teddiursa","217","Ursaring","Level Up [30]"
"218","Slugma","400","Bibarel","Level Up [38]"
"220","Swinub","221","Piloswine","Level Up [33]"
