"001","Bulbasaur","496","Servine","Level Up [16]"
"002","Ivysaur","472","Gliscor","Level Up [32]"
"004","Charmander","575","Gothorita","Level Up [16]"
"005","Charmeleon","34","Nidoking","Level Up [36]"
"007","Squirtle","153","Bayleef","Level Up [16]"
"008","Wartortle","182","Bellossom","Level Up [36]"
"010","Caterpie","266","Silcoon","Level Up [7]"
"011","Metapod","400","Bibarel","Level Up [10]"
"013","Weedle","172","Pichu","Level Up [7]"
"014","Kakuna","312","Minun","Level Up [10]"
"016","Pidgey","507","Herdier","Level Up [18]"
"017","Pidgeotto","398","Staraptor","Level Up [36]"
"019","Rattata","284","Masquerain","Level Up [20]"
"021","Spearow","28","Sandslash","Level Up [20]"
"023","Ekans","28","Sandslash","Level Up [22]"
"025","Pikachu","596","Galvantula","Used Item [Thunder Stone]"
"027","Sandshrew","312","Minun","Level Up [22]"
"029","Nidoran","75","Graveler","Level Up [16]"
"030","Nidorino","571","Zoroark","Used Item [Moon Stone]"
"032","Nidoran","331","Cacnea","Level Up [16]"
"033","Nidorina","416","Vespiquen","Used Item [Moon Stone]"
"035","Clefairy","326","Grumpig","Used Item [Moon Stone]"
"037","Vulpix","561","Sigilyph","Used Item [Fire Stone]"
"039","Jigglypuff","176","Togetic","Used Item [Moon Stone]"
"041","Zubat","621","Druddigon","Level Up [22]"
"042","Golbat","230","Kingdra","Level Up with Friendship"
"043","Oddish","159","Croconaw","Level Up [21]"
"044","Gloom","295","Exploud","Used Item [Leaf Stone]"
"044","Gloom","521","Unfezant","Used Item [Sun Stone]"
"046","Paras","312","Minun","Level Up [24]"
"048","Venonat","539","Sawk","Level Up [31]"
"050","Diglett","351","Castform","Level Up [26]"
"052","Meowth","413","Wormadam","Level Up [28]"
"054","Psyduck","232","Donphan","Level Up [33]"
"056","Mankey","593","Jellicent","Level Up [28]"
"058","Growlithe","245","Suicune","Used Item [Fire Stone]"
"060","Poliwag","619","Mienfoo","Level Up [25]"
"061","Poliwhirl","448","Lucario","Used Item [Water Stone]"
"061","Poliwhirl","416","Vespiquen","Trade with Held Item [King's Rock]"
"063","Abra","30","Nidorina","Level Up [16]"
"064","Kadabra","157","Typhlosion","Trade"
"066","Machop","192","Sunflora","Level Up [28]"
"067","Machoke","365","Walrein","Trade"
"069","Bellsprout","507","Herdier","Level Up [21]"
"070","Weepinbell","537","Seismitoad","Used Item [Leaf Stone]"
"072","Tentacool","489","Phione","Level Up [30]"
"074","Geodude","93","Haunter","Level Up [25]"
"075","Graveler","497","Serperior","Trade"
"077","Ponyta","324","Torkoal","Level Up [40]"
"079","Slowpoke","625","Bisharp","Level Up [37]"
"079","Slowpoke","340","Whiscash","Trade with Held Item [King's Rock]"
"081","Magnemite","99","Kingler","Level Up [30]"
"082","Magneton","199","Slowking","Level Up at Electric"
"084","Doduo","549","Lilligant","Level Up [31]"
"086","Seel","512","Simisage","Level Up [34]"
"088","Grimer","125","Electabuzz","Level Up [38]"
"090","Shellder","130","Gyarados","Used Item [Water Stone]"
"092","Gastly","315","Roselia","Level Up [25]"
"093","Haunter","537","Seismitoad","Trade"
"095","Onix","591","Amoonguss","Trade with Held Item [Metal Coat]"
"096","Drowzee","558","Crustle","Level Up [26]"
"098","Krabby","124","Jynx","Level Up [28]"
"100","Voltorb","53","Persian","Level Up [30]"
"102","Exeggcute","130","Gyarados","Used Item [Leaf Stone]"
"104","Cubone","51","Dugtrio","Level Up [28]"
"108","Lickitung","547","Whimsicott","Level Up with Move [Rollout]"
"109","Koffing","631","Heatmor","Level Up [35]"
"111","Rhyhorn","221","Piloswine","Level Up [42]"
"112","Rhydon","241","Miltank","Trade with Held Item [Protector]"
"113","Chansey","429","Mismagius","Level Up with Friendship"
"114","Tangela","233","Porygon2","Level Up with Move [Ancient Power]"
"116","Horsea","124","Jynx","Level Up [32]"
"117","Seadra","437","Bronzong","Trade with Held Item [Dragon Scale]"
"118","Goldeen","77","Ponyta","Level Up [33]"
"120","Staryu","73","Tentacruel","Used Item [Water Stone]"
"123","Scyther","428","Lopunny","Trade with Held Item [Metal Coat]"
"125","Electabuzz","467","Magmortar","Trade with Held Item [Electirizer]"
"126","Magmar","78","Rapidash","Trade with Held Item [Magmarizer]"
"129","Magikarp","379","Registeel","Level Up [20]"
"133","Eevee","558","Crustle","Used Item [Water Stone]"
"133","Eevee","125","Electabuzz","Used Item [Thunder Stone]"
"133","Eevee","623","Golurk","Used Item [Fire Stone]"
"133","Eevee","530","Excadrill","Level Up at Morning"
"133","Eevee","547","Whimsicott","Level Up at Night"
"133","Eevee","217","Ursaring","Level Up at Forest"
"133","Eevee","512","Simisage","Level Up at Cold"
